"tournament_slug","tournament_id","name","region"
"greek_legends_league_summer_2022","108171529103782009","Hive Athens EC","Greek Legends League"
"tcl_winter_2020","103495775740097550","Info Yatırım Aurora","TCL"
"lfl_summer_2023","110424922266960422","Solary","La Ligue Française"
"cblol_split_2_2022","108211865716506571","RENSGA","CBLOL"
"lec_spring_2021","105522958532258735","MAD Lions","LEC"
"nacl_qualifiers_2_summer_2023","110733838935136200","CCG Esports","LCS Challengers Qualifiers"
"gll_spring_2023","109467311739792322","Pentagon Rejects","Greek Legends League"
"ultraliga_summer_2022","108171991239909862","Devils.One","Ultraliga"
"lec_spring_2021","105522958532258735","EXCEL","LEC"
"lcs_lock_in_2022","107458335260330212","FlyQuest","LCS"
"ljl_summer_2020","104169308670244006","Sengoku Gaming","LJL"
"liga_portuguesa_summer_2023","110425027634430773","Odivelas Sports Club","Liga Portuguesa"
"gll_spring_2023","109467311739792322","Team Phantasma","Greek Legends League"
"vcs_winter_2021","107256578722475733","Team Flash","VCS"
"vcs_winter_2021","107256578722475733","SBTC ESPORTS","VCS"
"ebl_spring_2023","109467260897553204","Crvena Zvezda Esports","Esports Balkan League"
"lck_challengers_summer_2022","108211175216687366","DRX Challengers","LCK Challengers"
"cblol_split_1_2021","105539760572983266","RED Kalunga","CBLOL"
"lck_summer_2021","106269654659501670","Liiv SANDBOX","LCK"
"lco_split_1_2023","109675619694467439","Pentanet.GG","LCO"
"emea_masters_spring_main_2023","110016463793610620","Team GO","La Ligue Française"
"lec_summer_2022","108176672283976661","KOI","LEC"
"superliga_summer_2023","110349992504762921","Finetwork KOI","SuperLiga"
"ljl_academy_2023","110507407705819578","SG Academy","LJL Academy"
"ultraliga_summer_2023","110310652404523974","Maturalni Forsaken","Ultraliga"
"cblol_2020_split1","103478354329449186","Flamengo ","CBLOL"
"superliga_spring_2021","105562529622379161","Giants","SuperLiga"
"msi_2021","105873410870441926","DetonatioN FocusMe","LJL"
"prime_league_summer_2021","106305935741165084","Unicorns of Love Sexy Edition","Prime League"
"nlc_summer_2022","108172137675600410","Vanir","NLC"
"emea_masters_summer_2023","110535609415063567","Orbit Anonymo","Ultraliga"
"cblol_2023_split_2","110413046183015975","Liberty","CBLOL"
"nacl_qualifiers_1_spring_2023","109518742310926152","Native Gaming","LCS Challengers Qualifiers"
"worlds_2021","106926282333089592","Beyond Gaming","PCS"
"superliga_summer_2022","108171648025800968","G2 Arctic","SuperLiga"
"prime_league_spring_2022","107417741193036913","Unicorns of Love Sexy Edition","Prime League"
"lck_spring_2021","105522984810490982","Hanwha Life Esports","LCK"
"lck_challengers_summer_2022","108211175216687366","T1 Esports Academy","LCK Challengers"
"lcl_summer_2021","106269769724268826","Black Star Gaming","LCL"
"lfl_2021_spring","105568157420311272","GameWard","La Ligue Française"
"ljl_spring_2023","109710208772220245","Sengoku Gaming","LJL"
"nlc_2021_split1","105562790070504659","Barrage Esports","NLC"
"tcl_winter_2022","107566408953200568","Fenerbahçe Espor","TCL"
"lck_challengers_spring_2021","105562431502825774","DRX Challengers","LCK Challengers"
"tcl_summer_2022","108197589213750000","Dark Passage","TCL"
"ultraliga_summer_2021","106301901327374691","Devils.One","Ultraliga"
"liga_portuguesa_spring_2023","109467367966036144","BWE Esports","Liga Portuguesa"
"pcs_spring_2022","107693721179065689","SEM9","PCS"
"lcs_spring_2022","107458367237283414","100 Thieves","LCS"
"lcs_spring_2022","107458367237283414","CLG","LCS"
"lla_opening_2023","109672513958565698","Movistar R7","LLA"
"eu_masters_summer_2020","104727755399361381","Team GO","La Ligue Française"
"lla_promotion_2021","106845973122821257","Kaos Latin Gamers","LLA"
"european_masters_spring_2021_play_ins","105945560578760612","Vitality.Bee","La Ligue Française"
"ljl_spring_2020","103540397353089204","Sengoku Gaming","LJL"
"arabian_league_summer_2023","110422923164198764","Anubis Gaming","Arabian League"
"prime_league_spring_2023","109539770333903339","Eintracht Frankfurt","Prime League"
"pg_nationals_summer_2023","110444946767792846","DSYRE","PG Nationals"
"lco_split_2_2021","106273204408903419","Pentanet.GG","LCO"
"hitpoint_masters_summer_2023","110444842958969834","Entropiq","Hitpoint Masters"
"lcs_summer_2021","105658534671026792","Team Liquid Honda","LCS"
"nacl_summer_2023","110574243270525539","Supernova","LCS Challengers"
"prime_league_spring_2021","105562556573338448","E WIE EINFACH E-SPORTS","Prime League"
"emea_masters_spring_main_2023","110016463793610620","Zero Tenacity","Esports Balkan League"
"pg_nationals_spring_2022","107457033672415830","Samsung Morning Stars","PG Nationals"
"pcs_spring_2023","109704924270305512","West Point Esports","PCS"
"lcs_summer_2021","105658534671026792","FlyQuest","LCS"
"ultraliga_spring_2023","109539822190865259","Maturalni Forsaken","Ultraliga"
"nacl_qualifiers_1_spring_2023","109518742310926152","Supernova","LCS Challengers"
"european_masters_spring_2021_main_event","105990084003609117","UCAM","SuperLiga"
"cblol_split_2_2021","106297375705058741","RENSGA","CBLOL"
"lcs_summer_2022","108206581962155974","Cloud9","LCS"
"european-masters-spring-2020","103936903203607374","Schalke 04 Evolution","Prime League"
"european_masters_summer_2021_play_ins","106744065768553123","AGO Rogue","Ultraliga"
"tcl_winter_2020","103495775740097550","Fenerbahçe Espor","TCL"
"lfl_spring_2023","109467129925344897","GameWard","La Ligue Française"
"prime_league_summer_2022","108158210393938046","GamerLegion","Prime League"
"cblol_2023_split_1","109523641416750631","LOUD","CBLOL"
"cblol_academy_2023_split_1","109523665497010762","FLUXO Academy","CBLOL Academy"
"lfl_2021_spring","105568157420311272","Vitality.Bee","La Ligue Française"
"lco_split_2_2021","106273204408903419","Dire Wolves","LCO"
"lfl_2021_summer","106313258182079617","LDLC OL","La Ligue Française"
"lec_spring_2020","103462459318635408","Astralis","LEC"
"lck_summer_2022","108195478954601542","T1","LCK"
"lfl_2021_summer","106313258182079617","Solary","La Ligue Française"
"liga_portuguesa_spring_2023","109467367966036144","FTW Esports","Liga Portuguesa"
"pg_nationals_summer_2023","110444946767792846","Atleta Esport","PG Nationals"
"superliga_summer_2022","108171648025800968","Barça Esports","SuperLiga"
"lla_opening_2023","109672513958565698","Estral Esports","LLA"
"ljl_academy_2023","110507407705819578","V3 Academy","LJL Academy"
"lco_split_2_2022","108197674522551242","ORDER","LCO"
"prime_league_spring_2023","109539770333903339","Eintracht Spandau","Prime League"
"gll_summer_2023","110428723804419399","Gamespace Mediterranean College Esports","Greek Legends League"
"cblol_split_1_2021","105539760572983266","RENSGA","CBLOL"
"cblol_academy_split_1_2022","107565607659994755","Rensga Academy","CBLOL Academy"
"nacl_summer_2023","110574243270525539","Maryville University","LCS Challengers"
"lck_spring_2023","109625152894842837","kt Rolster","LCK"
"lfl_2022_summer","108158179538212767","Karmine Corp","La Ligue Française"
"pg_nationals_spring_2022","107457033672415830","Macko Esports","PG Nationals"
"hitpoint_masters_summer_2021","106419362022708584","Dynamo Eclot","Hitpoint Masters"
"lco_split_1_2022","107439320897210747","Gravitas","LCO"
"elite_series_summer_2023","110424377524465827","A One Man Army","Elite Series"
"ultraliga_summer_2023","110310652404523974","Zero Tenacity","Esports Balkan League"
"nlc_summer_2022","108172137675600410","Astralis Talent","NLC"
"lcs_spring_2023","109517090066605615","Evil Geniuses LG","LCS"
"cblol_2023_split_2","110413046183015975","FLUXO","CBLOL"
"ultraliga_spring_2022","107416436272657995","Team ESCA Gaming","Ultraliga"
"lck_spring_2021","105522984810490982","NongShim REDFORCE","LCK"
"european-masters-spring-2020","103936903203607374","AGO Rogue","Ultraliga"
"european_masters_summer_2021_play_ins","106744065768553123","Crvena Zvezda Esports","Esports Balkan League"
"tcl_summer_2021","106269459003590888","5 Ronin","TCL"
"ljl_summer_2020","104169308670244006","Burning Core","LJL"
"cblol_academy_2023_split_1","109523665497010762","LOUD Academy","CBLOL Academy"
"lck_academy_01_2022","108256075285852973","BRO Academy","LCK Academy"
"lla_2020_split1","103540419468532110","All Knights","LLA"
"cblol_2023_split_1","109523641416750631","FURIA","CBLOL"
"lck_challengers_summer_2021","106308351107145908","Gen.G Global Academy","LCK Challengers"
"gll_spring_2023","109467311739792322","Panathinaikos Esports","Greek Legends League"
"eu_masters_summer_2020","104727755399361381","Giants","SuperLiga"
"prime_league_summer_2021","106305935741165084","Wave Esports","Prime League"
"greek_legends_league_spring_2022","107575345394138670","Team Refuse","Greek Legends League"
"nacl_qualifiers_2_spring_2023","109974742840567627","Zenigma","LCS Challengers Qualifiers"
"lco_split_1_2022","107439320897210747","ORDER","LCO"
"european_masters_summer_2021_play_ins","106744065768553123","mCon esports","Elite Series"
"emea_masters_spring_main_2023","110016463793610620","Macko Esports","PG Nationals"
"lck_summer_2022","108195478954601542","DRX","LCK"
"esports_balkan_league_summer_2021","106385973090763431","Crvena Zvezda Esports","Esports Balkan League"
"arabian_league_spring_2023","109545777182748074","RAAD","Arabian League"
"prime_league_summer_2021","106305935741165084","E WIE EINFACH E-SPORTS","Prime League"
"msi_2023","110198981276611770","Cloud9","LCS"
"msi_2023","110198981276611770","Bilibili Gaming Pingan Bank","LPL"
"lcl_spring_2021","105663539171928276","CTRL PLAY Team","LCL"
"cblol_2023_split_2","110413046183015975","FURIA","CBLOL"
"ultraliga_summer_2022","108171991239909862","Illuminar Gaming","Ultraliga"
"arabian_league_spring_2023","109545777182748074","Fox Gaming","Arabian League"
"greek_legends_league_summer_2021","106295147953460518","Team Refuse","Greek Legends League"
"tcl_spring_2023","109467188125028146","5 Ronin","TCL"
"european_masters_spring_2022_main_event","107893386210553711","Bisons","SuperLiga"
"nlc_summer_2021","106340473013395166","Godsent","NLC"
"lec_summer_2021","106269680921022418","SK Gaming","LEC"
"lla_closing_2022","108197521933954516","All Knights","LLA"
"ljl_spring_2021","105562833911566614","AXIZ","LJL"
"esports_balkan_league_spring_2022","107468404707086558","Valiance PRO GAME","Esports Balkan League"
"cblol_academy_2023_split_1","109523665497010762","paiN Academy","CBLOL Academy"
"european_masters_spring_2022_main_event","107893386210553711","Eintracht Spandau","Prime League"
"lfl_spring_2023","109467129925344897","Karmine Corp","La Ligue Française"
"lfl_summer_2023","110424922266960422","Vitality.Bee","La Ligue Française"
"lla_opening_2022","107530554766055254","Movistar R7","LLA"
"pg_nationals_summer_2021","106319725617882570","Gaia Esports","PG Nationals"
"pg_nationals_summer_2021","106319725617882570","Anc Outplayed","PG Nationals"
"superliga_spring_2022","107468241207873310","MAD Lions Madrid","SuperLiga"
"european_masters_summer_2021_main_event","106748850929174796","Movistar Riders","SuperLiga"
"lck_challengers_spring_2022","107439257586040014","Liiv SANDBOX Youth","LCK Challengers"
"lcs_lock_in_2022","107458335260330212","TSM","LCS"
"ebl_summer_2023","110418013822985087","MAGAZA","Esports Balkan League"
"european_masters_summer_2022_main_event","108746562333593659","AGO Rogue","Ultraliga"
"greek_legends_league_summer_2021","106295147953460518","CowBoySquad Imperials Esports","Greek Legends League"
"lcs_spring_2023","109517090066605615","TSM","LCS"
"lck_challengers_summer_2023","110378429156980338","HLE Challengers","LCK Challengers"
"hitpoint_masters_spring_2021","105596516630284353","Inside Games","Hitpoint Masters"
"lcl_summer_2021","106269769724268826","Vega Squadron","LCL"
"lec_spring_2022","107417059262120466","Fnatic","LEC"
"worlds_2022","108998961191900167","Fnatic","LEC"
"worlds_2022","108998961191900167","KOI","LEC"
"nlc_2021_split1","105562790070504659","MnM Gaming","NLC"
"tcl_winter_2022","107566408953200568","Galatasaray Espor","TCL"
"cblol_split_2_2021","106297375705058741","Flamengo ","CBLOL"
"nlc_summer_2023","110425082378454783","Vanir","NLC"
"ljl_summer_2020","104169308670244006","AXIZ","LJL"
"lck_challengers_spring_2023","109625523800645158","NONGSHIM ESPORTS ACADEMY","LCK Challengers"
"lck_spring_2023","109625152894842837","NongShim REDFORCE","LCK"
"hitpoint_masters_summer_2023","110444842958969834","BRUTE","Hitpoint Masters"
"cblol_split_1_2021","105539760572983266","Liberty","CBLOL"
"lck_academy_01_2022","108256075285852973","HLE Academy","LCK Academy"
"greek_legends_league_spring_2021","105522904800920947","Hive Athens EC","Greek Legends League"
"emea_masters_spring_main_2023","110016463793610620","Geekay Esports","Arabian League"
"greek_legends_league_summer_2022","108171529103782009","Anorthosis Famagusta Esports","Greek Legends League"
"lck_summer_2022","108195478954601542","Dplus Kia","LCK"
"msi_2021","105873410870441926","Royal Never Give Up","LPL"
"pcs_spring_2022","107693721179065689","Impunity Esports","PCS"
"pcs_summer_2020","104372946599464241","Alpha Esports","PCS"
"cblol_split_1_2022","107405837336179496","RED Kalunga","CBLOL"
"ultraliga_spring_2022","107416436272657995","Zero Tenacity","Esports Balkan League"
"tcl_summer_2021","106269459003590888","Papara SuperMassive ","TCL"
"lfl_spring_2023","109467129925344897","LDLC OL","La Ligue Française"
"nlc_2021_split1","105562790070504659","HMA Fnatic Rising","NLC"
"lla_closing_2023","110411420269584926","Isurus","LLA"
"lec_winter_2023","109466537705744120","SK Gaming","LEC"
"prime_league_summer_2023","110343648526792583","Berlin International Gaming","Prime League"
"lfl_2021_spring","105568157420311272","Team MCES","La Ligue Française"
"pg_nationals_summer_2021","106319725617882570","Axolotl Esports","PG Nationals"
"gll_spring_2023","109467311739792322","Hell Zerolag Esports","Greek Legends League"
"lla_opening_2023","109672513958565698","The Kings","LLA"
"lck_summer_2021","106269654659501670","OKSavingsBank BRION","LCK"
"nacl_qualifiers_2_spring_2023","109974742840567627","CCG Esports","LCS Challengers Qualifiers"
"vcs_spring_2023","109749565997987636","MGN Box Esports","VCS"
"superliga_summer_2022","108171648025800968","MAD Lions Madrid","SuperLiga"
"lco_split_2_2022","108197674522551242","Gravitas","LCO"
"worlds_2022","108998961191900167","Evil Geniuses LG","LCS"
"prime_league_summer_2022","108158210393938046","Schalke 04 Esports","LEC"
"tcl_winter_2022","107566408953200568","NASR ESPORTS","TCL"
"lec_winter_2023","109466537705744120","MAD Lions","LEC"
"gll_summer_2023","110428723804419399","WLGaming Esports","Greek Legends League"
"lcs_summer_2023","110303581083678395","Golden Guardians","LCS"
"liga_portuguesa_summer_2023","110425027634430773","White Dragons","Liga Portuguesa"
"european_masters_spring_2022_play_ins","107893136888836553","Zero Tenacity","Esports Balkan League"
"liga_portuguesa_spring_2021","105596427125578664","EFIVE Esports","Liga Portuguesa"
"european_masters_summer_2022_play_ins","108746545967156991","The Agency","Elite Series"
"esports_balkan_league_summer_2022","108155414582681011","Crvena Zvezda Esports","Esports Balkan League"
"pg_nationals_summer_2022","108166853206827117","Cyberground Gaming","PG Nationals"
"tcl_summer_2021","106269459003590888","Info Yatırım Aurora","TCL"
"lla_promotion_2022","108916413227302339","Incubus","LLA"
"european_masters_summer_2021_main_event","106748850929174796","Giants","SuperLiga"
"european_masters_summer_2022_main_event","108746562333593659","Anorthosis Famagusta Esports","Greek Legends League"
"pcs_summer_2021","106269875362449980","Hong Kong Attitude","PCS"
"vcs_spring_2023","109749565997987636","Team Flash","VCS"
"lck_challengers_summer_2022","108211175216687366","NONGSHIM ESPORTS ACADEMY","LCK Challengers"
"lcs_spring_2022","107458367237283414","Golden Guardians","LCS"
"hitpoint_masters_summer_2021","106419362022708584","Inaequalis","Hitpoint Masters"
"pg_nationals_summer_2021","106319725617882570","Macko Esports","PG Nationals"
"ljl_academy_2022","108216929091956060","RJ Academy","LJL Academy"
"ljl_spring_2022","107455808271204256","Fukuoka SoftBank HAWKS gaming","LJL"
"lcs_summer_2022","108206581962155974","Golden Guardians","LCS"
"lcs_spring_2020","103462439438682788","100 Thieves","LCS"
"prime_league_spring_2023","109539770333903339","SK Gaming Prime","Prime League"
"worlds_2022","108998961191900167","Gen.G","LCK"
"lrn_closing_2023","110372140231846916","Saprissa Esports","North Regional League"
"european_masters_summer_2021_play_ins","106744065768553123","Vitality.Bee","La Ligue Française"
"lfl_2022_spring","107468370558963709","GameWard","La Ligue Française"
"european_masters_spring_2022_main_event","107893386210553711","LDLC OL","La Ligue Française"
"hitpoint_masters_spring_2021","105596516630284353","Dark Tigers","Hitpoint Masters"
"cblol_2023_split_1","109523641416750631","RED Kalunga","CBLOL"
"prime_league_spring_2022","107417741193036913","E WIE EINFACH E-SPORTS","Prime League"
"emea_masters_spring_play_ins_2023","110016413865287161","Team 7AM","Elite Series"
"emea_masters_spring_main_2023","110016463793610620","Aegis","La Ligue Française"
"nlc_summer_2021","106340473013395166","KOVA Esports","NLC"
"lrn_closing_2023","110372140231846916","Osaka","North Regional League"
"nacl_qualifiers_1_spring_2023","109518742310926152","Maryville University","LCS Challengers"
"ljl_spring_2020","103540397353089204","Rascal Jester","LJL"
"lcs_summer_2023","110303581083678395","Immortals Progressive","LCS"
"nacl_qualifiers_2_summer_2023","110733838935136200","Kelyx's Grandpa Gamers","LCS Challengers Qualifiers"
"nacl_qualifiers_1_summer_2023","110428603624764603","Lit Esports","LCS Challengers Qualifiers"
"cblol_split_1_2021","105539760572983266","Miners","CBLOL"
"liga_portuguesa_summer_2021","106311748110571694","GTZ Esports","Liga Portuguesa"
"worlds_2020","104841804583318464","Fnatic","LEC"
"arabian_league_spring_2023","109545777182748074","GNG Esports","Arabian League"
"pg_nationals_summer_2022","108166853206827117","Samsung Morning Stars","PG Nationals"
"emea_masters_summer_2023","110535609415063567","Nativz","NLC"
"emea_masters_spring_play_ins_2023","110016413865287161","Papara SuperMassive ","TCL"
"hitpoint_masters_spring_2022","107575089348919003","Cryptova","Hitpoint Masters"
"worlds_2020","104841804583318464","TSM","LCS"
"european_masters_summer_2021_play_ins","106744065768553123","Mousesports","Prime League"
"prime_league_summer_2023","110343648526792583","E WIE EINFACH E-SPORTS","Prime League"
"cblol_academy_2023_split_2","110413232002702589","KaBuM! Academy","CBLOL Academy"
"cblol_2023_split_1","109523641416750631","KaBuM! Esports","CBLOL"
"european_masters_spring_2021_play_ins","105945560578760612","FTW Esports","Liga Portuguesa"
"european-masters-spring-2020","103936903203607374","MAD Lions Madrid","SuperLiga"
"european_masters_summer_2022_play_ins","108746545967156991","Anorthosis Famagusta Esports","Greek Legends League"
"lpl_summer_2023","110428848766564346","LGD GAMING","LPL"
"lpl_summer_2023","110428848766564346","Beijing JDG Intel Esports Club","LPL"
"cblol_academy_split_2_2022","108211948453261786","RED Academy","CBLOL Academy"
"lco_split_1_2022","107439320897210747","MAMMOTH","LCO"
"msi_2023","110198981276611770","Golden Guardians","LCS"
"lec_summer_2021","106269680921022418","Team Vitality","LEC"
"worlds_2020","104841804583318464","Papara SuperMassive ","TCL"
"prime_league_spring_2021","105562556573338448","Wave Esports","Prime League"
"lla_2020_split1","103540419468532110","XTEN Esports","LLA"
"nlc_summer_2023","110425082378454783","Verdant","NLC"
"elite_series_summer_2023","110424377524465827","mCon esports","Elite Series"
"lcl_spring_2021","105663539171928276","One Breath Gaming","LCL"
"lrs_closing_2023","110372454557117766","Undead BK","South Regional League"
"worlds_2021","106926282333089592","SHANGHAI EDWARD GAMING HYCAN","LPL"
"elite_series_summer_2022","108172713549542364","LowLandLions","Elite Series"
"superliga_summer_2023","110349992504762921","Bisons","SuperLiga"
"nacl_spring_2023","109518697660746274","100 Thieves Challengers","LCS Challengers"
"ultraliga_summer_2021","106301901327374691","K1CK Neosurf","Ultraliga"
"msi_2022","107905284983470149","Team Aze","LLA"
"european_masters_summer_2022_main_event","108746562333593659","Vitality.Bee","La Ligue Française"
"greek_legends_league_summer_2021","106295147953460518","Gamespace Mediterranean College Esports","Greek Legends League"
"nlc_spring_2022","107417432877679361","Vanir","NLC"
"worlds_2022","108998961191900167","GAM Esports","VCS"
"lcs_lock_in_2022","107458335260330212","Dignitas","LCS"
"arabian_league_summer_2023","110422923164198764","RAAD","Arabian League"
"pcs_spring_playoffs_2023","110017385374098523","PSG Talon","PCS"
"lec_winter_2023","109466537705744120","Fnatic","LEC"
"lla_promotion_2021","106845973122821257","Team Aze","LLA"
"european_masters_spring_2021_play_ins","105945560578760612","Schalke 04 Evolution","Prime League"
"ultraliga_spring_2021","105562656842928291","Team ESCA Gaming","Ultraliga"
"lcs_lock_in_2021","105522217230238828","Golden Guardians","LCS"
"liga_portuguesa_spring_2021","105596427125578664","EGN Esports","Liga Portuguesa"
"pcs_spring_playoffs_2023","110017385374098523","Team Bliss","LCO"
"eu_masters_summer_2020","104727755399361381","Samsung Morning Stars","PG Nationals"
"gll_summer_2023","110428723804419399","Pentagon Rejects","Greek Legends League"
"arabian_league_summer_2023","110422923164198764","GNG Esports","Arabian League"
"nlc_summer_2021","106340473013395166","Granit Gaming","NLC"
"emea_masters_spring_play_ins_2023","110016413865287161","Verdant","NLC"
"european_masters_spring_2021_main_event","105990084003609117","Herbalife Real Betis","SuperLiga"
"lec_spring_2023","109919226376366902","G2 Esports","LEC"
"european_masters_summer_2022_play_ins","108746545967156991","Team Phantasma","Greek Legends League"
"hitpoint_masters_summer_2023","110444842958969834","SAMPI","Hitpoint Masters"
"lco_split_2_2023","109675608880518030","The Chiefs","LCO"
"liga_portuguesa_spring_2023","109467367966036144","Varona Esports","Liga Portuguesa"
"hitpoint_masters_spring_2023","109467357559212289","SAMPI","Hitpoint Masters"
"european_masters_summer_2022_main_event","108746562333593659","LDLC OL","La Ligue Française"
"emea_masters_spring_play_ins_2023","110016413865287161","Entropiq","Hitpoint Masters"
"nacl_promotion_spring_2023","110138704782649096","Maryville University","LCS Challengers"
"ljl_academy_2021","106828136191077157","BC Academy","LJL Academy"
"nacl_qualifiers_2_spring_2023","109974742840567627","Team Plink","LCS Challengers Qualifiers"
"pcs_spring_2023","109704924270305512","PSG Talon","PCS"
"nacl_qualifiers_1_spring_2023","109518742310926152","University of St. Trevor","LCS Challengers Qualifiers"
"european_masters_spring_2022_play_ins","107893136888836553","FTW Esports","Liga Portuguesa"
"msi_2023","110198981276611770","GAM Esports","VCS"
